date,sim_cms,obs_cms
2014-02-27,0.0000,2.2500
2014-02-28,0.0000,2.2400
2014-03-01,0.0000,2.2400
2014-03-02,0.0000,2.2300
2014-03-03,0.0000,2.2300
2014-03-04,0.0000,2.2200
2014-03-05,0.0000,2.2200
2014-03-06,0.0000,2.2100
2014-03-07,0.0000,2.2100
2014-03-08,0.0011,2.2100
2014-03-09,0.0000,2.2000
2014-03-10,0.0000,2.2000
2014-03-11,0.0000,2.1900
2014-03-12,0.0000,2.1900
2014-03-13,0.0048,2.1900
2014-03-14,0.0107,2.1800
2014-03-15,0.0000,2.1800
2014-03-16,0.0000,2.1800
2014-03-17,0.0000,2.1700
2014-03-18,0.0000,2.1700
2014-03-19,0.0000,2.1700
2014-03-20,0.0184,2.1700
2014-03-21,0.0000,2.1700
2014-03-22,0.0000,2.1700
2014-03-23,0.0000,2.1700
2014-03-24,0.0249,2.1700
2014-03-25,0.0000,2.1700
2014-03-26,0.0000,2.1700
2014-03-27,0.0000,2.1700
2014-03-28,0.0000,2.1800
2014-03-29,0.1309,2.1800
2014-03-30,0.0719,2.1800
2014-03-31,0.0014,2.1900
2014-04-01,0.0204,2.1900
2014-04-02,0.0926,2.2000
2014-04-03,0.0297,2.2100
2014-04-04,0.0288,2.2200
2014-04-05,0.0117,2.2300
2014-04-06,0.0000,2.2300
2014-04-07,0.0143,2.2400
2014-04-08,0.0079,2.2500
2014-04-09,0.0000,2.2600
2014-04-10,0.0000,2.2700
2014-04-11,0.0042,2.2800
2014-04-12,0.0762,2.2900
2014-04-13,0.0000,2.2900
2014-04-14,0.3480,2.3000
2014-04-15,0.7739,2.3000
2014-04-16,0.0755,2.3100
2014-04-17,0.1454,2.3100
2014-04-18,0.9239,2.3100
2014-04-19,0.4826,2.3000
2014-04-20,0.5902,2.3000
2014-04-21,0.1972,2.2900
2014-04-22,1.5624,2.2800
2014-04-23,0.6775,2.3200
2014-04-24,0.5488,2.5500
2014-04-25,0.1924,3.0200
2014-04-26,1.0358,3.4800
2014-04-27,94.9139,4.0100
2014-04-28,55.0442,4.3500
2014-04-29,26.7027,4.5500
2014-04-30,10.0218,4.2100
2014-05-01,1.8746,4.0500
2014-05-02,0.1506,3.9800
2014-05-03,0.0000,3.8000
2014-05-04,0.0000,3.7100
2014-05-05,0.0000,3.6300
2014-05-06,0.0000,3.5600
2014-05-07,0.0000,3.4900
2014-05-08,0.0000,3.4600
2014-05-09,0.0000,3.5700
2014-05-10,0.0221,3.7800
2014-05-11,1.6083,4.1300
2014-05-12,0.2339,4.5800
2014-05-13,0.0000,4.5800
2014-05-14,0.2963,4.5600
2014-05-15,0.0008,4.7900
2014-05-16,4.3379,5.8100
2014-05-17,1.6475,8.2700
2014-05-18,7.1777,12.4000
2014-05-19,8.4874,20.8000
2014-05-20,15.5407,32.3000
2014-05-21,106.3990,34.0000
2014-05-22,175.7342,48.8000
2014-05-23,173.0795,80.6000
2014-05-24,157.1879,81.4000
2014-05-25,132.1661,65.7000
2014-05-26,108.2115,49.6000
2014-05-27,103.7996,43.7000
2014-05-28,109.2170,44.9000
2014-05-29,110.8717,50.1000
2014-05-30,115.1336,57.1000
2014-05-31,102.5529,55.8000
2014-06-01,95.3609,52.8000
2014-06-02,104.4992,55.5000
2014-06-03,118.1014,76.9000
2014-06-04,132.0460,116.0000
2014-06-05,142.5323,136.0000
2014-06-06,147.9529,138.0000
2014-06-07,152.3841,140.0000
2014-06-08,154.3162,107.0000
2014-06-09,132.9754,85.1000
2014-06-10,135.0674,78.0000
2014-06-11,137.6383,83.8000
2014-06-12,100.6327,82.8000
2014-06-13,96.4759,58.3000
2014-06-14,76.1678,42.4000
2014-06-15,122.7686,36.8000
2014-06-16,98.7208,31.4000
2014-06-17,74.2686,29.1000
2014-06-18,126.9145,28.9000
2014-06-19,115.8834,25.7000
2014-06-20,92.0085,22.1000
2014-06-21,91.9865,19.9000
2014-06-22,98.8775,19.1000
2014-06-23,104.3734,20.1000
2014-06-24,120.4108,22.9000
2014-06-25,120.8788,24.8000
2014-06-26,118.4249,26.4000
2014-06-27,112.1154,29.7000
2014-06-28,113.1411,34.9000
2014-06-29,109.5060,39.8000
2014-06-30,166.7307,46.3000
2014-07-01,144.1135,51.2000
2014-07-02,88.2796,61.8000
2014-07-03,65.6600,83.8000
2014-07-04,73.5840,76.0000
2014-07-05,36.1722,71.5000
2014-07-06,16.5530,84.1000
2014-07-07,4.8781,82.5000
2014-07-08,0.6057,78.5000
2014-07-09,0.0354,77.2000
2014-07-10,4.5430,82.9000
2014-07-11,17.3714,80.3000
2014-07-12,21.3523,68.3000
2014-07-13,25.5840,57.5000
2014-07-14,6.9725,59.1000
2014-07-15,12.8993,72.0000
2014-07-16,17.9355,64.6000
2014-07-17,22.9280,52.9000
2014-07-18,9.1261,43.2000
2014-07-19,5.2887,37.8000
2014-07-20,2.4525,34.0000
2014-07-21,0.4115,31.3000
2014-07-22,0.0059,29.0000
2014-07-23,0.0014,26.9000
2014-07-24,0.0000,25.1000
2014-07-25,0.2991,23.7000
2014-07-26,1.2112,23.0000
2014-07-27,13.5222,22.8000
2014-07-28,12.9158,22.7000
2014-07-29,12.6287,22.6000
2014-07-30,11.5531,22.5000
2014-07-31,29.2873,23.0000
2014-08-01,11.2353,21.5000
2014-08-02,4.7361,19.0000
2014-08-03,2.9776,18.9000
2014-08-04,13.2566,27.5000
2014-08-05,23.7672,32.8000
2014-08-06,9.7687,29.2000
2014-08-07,27.6118,25.5000
2014-08-08,9.4251,21.5000
2014-08-09,3.2120,17.6000
2014-08-10,1.0285,15.1000
2014-08-11,3.3662,14.6000
2014-08-12,64.4061,18.9000
2014-08-13,74.0083,21.6000
2014-08-14,54.4802,24.0000
2014-08-15,42.6709,22.1000
2014-08-16,29.6562,20.0000
2014-08-17,27.1179,18.2000
2014-08-18,24.3663,19.4000
2014-08-19,39.2665,18.0000
2014-08-20,18.9007,16.0000
2014-08-21,9.3407,14.2000
2014-08-22,4.4425,12.7000
2014-08-23,2.3970,11.7000
2014-08-24,0.7575,10.8000
2014-08-25,0.6971,10.0000
2014-08-26,0.2412,9.5000
2014-08-27,0.0240,8.9500
2014-08-28,0.6676,8.5100
2014-08-29,0.0051,8.1500
2014-08-30,0.0010,7.8000
2014-08-31,0.0000,7.5700
2014-09-01,0.1272,7.5200
2014-09-02,12.1533,7.7700
2014-09-03,32.8831,8.4100
2014-09-04,68.1110,9.4200
2014-09-05,44.5543,10.0000
2014-09-06,24.7450,9.8600
2014-09-07,15.3495,9.3600
2014-09-08,8.4889,8.9100
2014-09-09,13.9340,9.0500
2014-09-10,8.5657,9.2000
2014-09-11,16.5806,9.6300
2014-09-12,13.2439,9.9000
2014-09-13,9.0388,9.5300
2014-09-14,9.1462,8.5300
2014-09-15,3.6900,8.0300
2014-09-16,1.8418,7.6200
2014-09-17,1.1210,7.1700
2014-09-18,2.2996,6.9500
2014-09-19,2.5070,7.1100
2014-09-20,31.3747,8.6800
2014-09-21,50.8233,9.1000
2014-09-22,15.6410,8.8500
2014-09-23,31.7556,8.3000
2014-09-24,22.1847,8.2500
2014-09-25,6.9624,7.9400
2014-09-26,26.2639,9.7300
2014-09-27,66.7503,15.3000
2014-09-28,29.9663,18.7000
2014-09-29,21.1972,16.6000
2014-09-30,1.8652,14.3000
2014-10-01,0.0338,13.5000
2014-10-02,14.7069,12.8000
2014-10-03,0.1504,12.5000
2014-10-04,0.2668,12.0000
2014-10-05,0.7312,11.9000
2014-10-06,0.0169,12.1000
2014-10-07,0.2809,12.0000
2014-10-08,0.3212,10.9000
2014-10-09,0.4990,8.9300
2014-10-10,0.9724,7.7300
2014-10-11,0.0971,7.0400
2014-10-12,0.1324,6.4100
2014-10-13,0.0005,5.9100
2014-10-14,0.0000,5.5300
2014-10-15,0.0000,5.2200
2014-10-16,0.0000,4.9400
2014-10-17,0.0000,4.6800
2014-10-18,0.0000,4.4300
2014-10-19,0.0000,4.2000
2014-10-20,0.0000,3.9700
2014-10-21,0.0000,3.7600
2014-10-22,0.0000,3.5600
2014-10-23,0.0000,3.3700
2014-10-24,2.1078,3.2000
2014-10-25,1.9551,3.0300
2014-10-26,3.8314,2.8800
2014-10-27,4.7912,2.7400
2014-10-28,0.0005,2.6200
2014-10-29,0.0006,2.5000
2014-10-30,0.0003,2.4000
2014-10-31,0.0000,2.3100
2014-11-01,0.0002,2.2300
2014-11-02,0.0006,2.1600
2014-11-03,0.0519,2.0900
2014-11-04,0.0000,2.0400
2014-11-05,0.0000,1.9900
2014-11-06,0.0000,1.9400
2014-11-07,0.0000,1.9000
2014-11-08,0.0000,1.8700
2014-11-09,0.0008,1.8400
2014-11-10,0.0000,1.8100
2014-11-11,0.0000,1.7800
2014-11-12,0.0000,1.7500
2014-11-13,0.0000,1.7300
2014-11-14,0.0000,1.7000
2014-11-15,0.0000,1.6800
2014-11-16,0.0000,1.6600
2014-11-17,0.0000,1.6300
2014-11-18,0.0000,1.6100
2014-11-19,0.0000,1.5900
2014-11-20,0.0000,1.5700
2014-11-21,0.0000,1.5500
2014-11-22,0.0000,1.5300
2014-11-23,0.0000,1.5100
2014-11-24,0.0000,1.4900
2014-11-25,0.0000,1.4700
2014-11-26,0.0000,1.4500
2014-11-27,0.0000,1.4300
2014-11-28,0.0000,1.4100
2014-11-29,0.0000,1.4000
2014-11-30,0.0000,1.3800
2014-12-01,0.0000,1.3700
2014-12-02,0.0000,1.3500
2014-12-03,0.0000,1.3400
2014-12-04,0.0000,1.3200
2014-12-05,0.0000,1.3100
2014-12-06,0.0000,1.3000
2014-12-07,0.0000,1.2800
2014-12-08,0.0000,1.2700
2014-12-09,0.0000,1.2600
2014-12-10,0.0000,1.2500
2014-12-11,0.0000,1.2400
2014-12-12,0.0000,1.2300
2014-12-13,0.0000,1.2200
2014-12-14,0.0072,1.2100
2014-12-15,0.0445,1.2000
2014-12-16,0.0115,1.1900
2014-12-17,0.0372,1.1800
2014-12-18,0.2544,1.1700
2014-12-19,0.1355,1.1600
2014-12-20,0.0328,1.1500
2014-12-21,0.0726,1.1500
2014-12-22,0.1852,1.1400
2014-12-23,0.1137,1.1300
2014-12-24,0.1418,1.1200
2014-12-25,0.1342,1.1100
2014-12-26,0.1256,1.1100
2014-12-27,0.0643,1.1000
2014-12-28,0.0871,1.0900
2014-12-29,0.0913,1.0900
2014-12-30,0.0193,1.0800
2014-12-31,0.0251,1.0700
2015-01-01,0.0115,1.0700
2015-01-02,0.0785,1.0600
2015-01-03,0.1766,1.0600
2015-01-04,0.1963,1.0500
2015-01-05,0.3777,1.0400
2015-01-06,0.2186,1.0400
2015-01-07,0.0699,1.0300
2015-01-08,0.2560,1.0300
2015-01-09,0.2116,1.0200
2015-01-10,0.6023,1.0200
2015-01-11,0.2474,1.0100
2015-01-12,0.3012,1.0100
2015-01-13,0.3085,1.0000
2015-01-14,0.1883,0.9980
2015-01-15,0.2014,0.9940
2015-01-16,0.1891,0.9890
2015-01-17,0.0766,0.9850
2015-01-18,0.2341,0.9810
2015-01-19,0.2442,0.9770
2015-01-20,0.1787,0.9720
2015-01-21,0.1565,0.9690
2015-01-22,0.1890,0.9650
2015-01-23,0.2314,0.9610
2015-01-24,0.1847,0.9570
2015-01-25,0.1174,0.9540
2015-01-26,0.0926,0.9500
2015-01-27,0.0908,0.9470
2015-01-28,0.1045,0.9430
2015-01-29,0.2571,0.9400
2015-01-30,0.1731,0.9370
2015-01-31,0.1607,0.9340
2015-02-01,0.2009,0.9310
2015-02-02,0.2262,0.9280
2015-02-03,0.1670,0.9250
2015-02-04,0.1495,0.9220
2015-02-05,0.1263,0.9190
2015-02-06,0.1038,0.9160
2015-02-07,0.2207,0.9140
2015-02-08,0.1148,0.9110
2015-02-09,0.1155,0.9080
2015-02-10,0.2140,0.9060
2015-02-11,0.2558,0.9030
2015-02-12,0.4205,0.9010
2015-02-13,0.2474,0.8990
2015-02-14,0.2401,0.8960
2015-02-15,0.3105,0.8940
2015-02-16,0.2538,0.8920
2015-02-17,0.2452,0.8900
2015-02-18,0.3586,0.8880
2015-02-19,0.1660,0.8860
2015-02-20,0.1990,0.8840
2015-02-21,0.2199,0.8820
2015-02-22,0.3684,0.8800
2015-02-23,0.5682,0.8780
2015-02-24,0.2199,0.8760
2015-02-25,0.3083,0.8740
2015-02-26,0.4220,0.8720
2015-02-27,0.1923,0.8700
2015-02-28,0.5187,0.8680
2015-03-01,0.4676,0.8670
2015-03-02,0.4903,0.8650
2015-03-03,0.0912,0.8630
2015-03-04,0.2736,0.8620
2015-03-05,0.6835,0.8600
2015-03-06,0.4283,0.8580
2015-03-07,0.4571,0.8570
2015-03-08,0.8337,0.8550
2015-03-09,0.6772,0.8530
2015-03-10,0.1456,0.8520
2015-03-11,0.3323,0.8500
2015-03-12,0.6141,0.8490
2015-03-13,0.4272,0.8470
2015-03-14,0.1287,0.8450
2015-03-15,0.4687,0.8440
2015-03-16,0.3496,0.8420
2015-03-17,0.0939,0.8410
2015-03-18,0.0565,0.8390
2015-03-19,0.8016,0.8380
2015-03-20,0.3410,0.8360
2015-03-21,0.0825,0.8350
2015-03-22,0.1614,0.8330
2015-03-23,0.0065,0.8310
2015-03-24,0.1812,0.8300
2015-03-25,0.1808,0.8280
2015-03-26,0.2218,0.8270
2015-03-27,0.0920,0.8250
2015-03-28,0.0000,0.8240
2015-03-29,0.0743,0.8220
2015-03-30,0.0000,0.8200
2015-03-31,0.0096,0.8190
2015-04-01,0.0044,0.8170
2015-04-02,0.0000,0.8150
2015-04-03,0.0000,0.8140
2015-04-04,0.0000,0.8120
2015-04-05,0.0000,0.8100
2015-04-06,0.0000,0.8080
2015-04-07,0.0000,0.8070
2015-04-08,0.0000,0.8050
2015-04-09,0.0000,0.8030
2015-04-10,0.0000,0.8010
2015-04-11,0.0000,0.7990
2015-04-12,0.0000,0.7980
2015-04-13,0.0000,0.7960
2015-04-14,0.0000,0.7940
2015-04-15,0.0000,0.7930
2015-04-16,0.0000,0.7910
2015-04-17,0.0000,0.7900
2015-04-18,0.0000,0.7890
2015-04-19,0.0000,0.7880
2015-04-20,0.0000,0.7880
2015-04-21,0.0000,0.7870
2015-04-22,64.2125,0.7870
2015-04-23,0.0090,0.7880
2015-04-24,0.0000,0.7880
2015-04-25,0.0000,0.7890
2015-04-26,0.0000,0.7900
2015-04-27,0.0000,0.7920
2015-04-28,0.0000,0.7940
2015-04-29,0.0000,0.7960
2015-04-30,0.0034,0.7990
2015-05-01,0.0062,0.8020
2015-05-02,0.0000,0.8070
2015-05-03,0.0000,0.8220
2015-05-04,0.0000,0.8660
2015-05-05,0.0510,0.9640
2015-05-06,46.8285,1.1500
2015-05-07,81.5848,1.4800
2015-05-08,69.9753,2.0600
2015-05-09,88.7118,2.8900
2015-05-10,71.8614,3.6500
2015-05-11,52.6986,4.5400
2015-05-12,60.6906,7.8200
2015-05-13,77.0985,9.7200
2015-05-14,44.4824,9.6600
2015-05-15,21.7908,9.0000
2015-05-16,5.8806,8.5600
2015-05-17,18.5096,8.3400
2015-05-18,31.1418,8.3000
2015-05-19,16.9215,7.9900
2015-05-20,21.3678,8.9700
2015-05-21,72.5949,10.8000
2015-05-22,78.3474,12.9000
2015-05-23,66.8027,13.3000
2015-05-24,50.2700,12.8000
2015-05-25,62.1928,13.6000
2015-05-26,67.9644,17.4000
2015-05-27,101.7998,34.9000
2015-05-28,133.2421,42.5000
2015-05-29,131.6499,50.0000
2015-05-30,134.2723,54.0000
2015-05-31,133.1323,63.2000
2015-06-01,150.4658,74.9000
2015-06-02,163.1591,66.7000
2015-06-03,136.8288,57.5000
2015-06-04,121.3450,47.7000
2015-06-05,130.3982,40.3000
2015-06-06,117.8416,36.6000
2015-06-07,117.2142,33.6000
2015-06-08,111.7010,32.0000
2015-06-09,118.3982,35.1000
2015-06-10,110.8083,37.6000
2015-06-11,124.3610,32.9000
2015-06-12,117.7811,28.1000
2015-06-13,99.1962,24.9000
2015-06-14,66.9479,22.6000
2015-06-15,74.6643,23.6000
2015-06-16,92.6899,24.1000
2015-06-17,99.3986,24.3000
2015-06-18,120.2012,28.9000
2015-06-19,106.7919,32.3000
2015-06-20,135.7321,35.1000
2015-06-21,140.4840,46.7000
2015-06-22,140.4903,68.5000
2015-06-23,159.0920,114.0000
2015-06-24,134.2979,125.0000
2015-06-25,156.8573,125.0000
2015-06-26,129.1190,104.0000
2015-06-27,169.4695,80.4000
2015-06-28,113.7523,67.6000
2015-06-29,89.8480,57.8000
2015-06-30,120.3607,50.5000
2015-07-01,96.6998,48.6000
2015-07-02,111.2179,90.5000
2015-07-03,103.0337,107.0000
2015-07-04,71.3305,88.8000
2015-07-05,39.3298,66.0000
2015-07-06,35.2450,71.4000
2015-07-07,32.3501,65.4000
2015-07-08,30.3484,69.6000
2015-07-09,20.8742,87.7000
2015-07-10,14.5143,92.8000
2015-07-11,6.1658,76.9000
2015-07-12,2.4676,65.0000
2015-07-13,0.2555,63.3000
2015-07-14,0.2867,64.5000
2015-07-15,1.5093,62.0000
2015-07-16,1.5577,53.2000
2015-07-17,3.0959,46.2000
2015-07-18,0.9157,48.8000
2015-07-19,13.1943,68.4000
2015-07-20,28.8687,69.8000
2015-07-21,26.1861,57.6000
2015-07-22,11.1704,51.3000
2015-07-23,33.8585,50.9000
2015-07-24,41.2296,49.0000
2015-07-25,39.6182,49.4000
2015-07-26,34.6225,73.6000
2015-07-27,51.0195,84.9000
2015-07-28,22.5679,66.3000
2015-07-29,25.1360,89.0000
2015-07-30,52.9600,98.0000
2015-07-31,28.2299,67.8000
2015-08-01,31.0394,54.4000
2015-08-02,35.7850,52.9000
2015-08-03,37.6168,50.4000
2015-08-04,17.1440,43.3000
2015-08-05,13.4846,44.9000
2015-08-06,16.5075,44.0000
2015-08-07,15.8827,45.3000
2015-08-08,17.0731,41.2000
2015-08-09,10.1506,34.1000
2015-08-10,12.0878,30.0000
2015-08-11,18.8141,38.5000
2015-08-12,29.9588,40.8000
2015-08-13,20.8902,34.0000
2015-08-14,11.2951,29.9000
2015-08-15,4.9521,26.6000
2015-08-16,1.8352,24.8000
2015-08-17,0.2958,23.4000
2015-08-18,0.0001,22.8000
2015-08-19,0.0000,22.3000
2015-08-20,0.0000,21.4000
2015-08-21,0.0000,20.8000
2015-08-22,0.1247,20.3000
2015-08-23,0.3376,20.9000
2015-08-24,0.0279,22.2000
2015-08-25,14.8174,23.5000
2015-08-26,0.4156,22.0000
2015-08-27,1.8360,26.6000
2015-08-28,17.7523,34.6000
2015-08-29,30.6471,28.9000
2015-08-30,19.3257,23.3000
2015-08-31,34.3086,21.4000
2015-09-01,18.0126,18.6000
2015-09-02,9.2740,15.7000
2015-09-03,6.7109,13.1000
2015-09-04,10.8178,12.2000
2015-09-05,42.8116,12.3000
2015-09-06,25.0922,11.7000
2015-09-07,21.9811,11.3000
2015-09-08,13.2121,10.8000
2015-09-09,10.5323,10.3000
2015-09-10,5.4596,10.1000
2015-09-11,2.3766,9.9600
2015-09-12,0.8818,9.6900
2015-09-13,0.1883,9.3400
2015-09-14,0.1102,9.1800
2015-09-15,0.0327,9.1100
2015-09-16,0.4864,9.1300
2015-09-17,5.1667,13.0000
2015-09-18,49.2198,19.5000
2015-09-19,64.7620,20.5000
2015-09-20,38.2562,18.6000
2015-09-21,23.0329,16.3000
2015-09-22,20.7616,16.8000
2015-09-23,32.4187,15.6000
2015-09-24,22.8370,14.0000
2015-09-25,27.9211,17.3000
2015-09-26,79.9447,23.4000
2015-09-27,46.6435,24.2000
2015-09-28,27.0347,22.4000
2015-09-29,45.8957,24.7000
2015-09-30,71.5587,28.7000
2015-10-01,77.3488,28.4000
2015-10-02,57.8136,25.2000
2015-10-03,32.9801,21.2000
2015-10-04,17.1272,18.1000
2015-10-05,8.3071,15.0000
2015-10-06,4.1195,13.1000
2015-10-07,1.4679,11.9000
2015-10-08,2.4200,10.9000
2015-10-09,0.6548,9.8100
2015-10-10,0.1932,9.7900
2015-10-11,4.0401,11.1000
2015-10-12,51.3732,12.6000
2015-10-13,42.0076,13.8000
2015-10-14,41.2311,14.1000
2015-10-15,71.4010,15.0000
2015-10-16,82.7755,17.0000
2015-10-17,86.1360,22.5000
2015-10-18,66.9415,29.4000
2015-10-19,41.7911,25.0000
2015-10-20,28.2106,20.4000
2015-10-21,23.4978,16.8000
2015-10-22,10.6238,14.7000
2015-10-23,1.8659,13.0000
2015-10-24,2.1424,12.8000
2015-10-25,7.6694,13.1000
2015-10-26,0.0074,11.4000
2015-10-27,0.0007,11.0000
2015-10-28,0.0021,10.1000
2015-10-29,0.0001,8.2300
2015-10-30,0.0000,8.7300
2015-10-31,5.0106,10.5000
2015-11-01,155.6246,19.2000
2015-11-02,71.2580,20.1000
2015-11-03,43.4344,19.5000
2015-11-04,98.1599,16.8000
2015-11-05,31.6919,12.9000
2015-11-06,14.2874,12.3000
2015-11-07,2.6154,11.4000
2015-11-08,0.0002,9.6900
2015-11-09,0.0000,9.2500
2015-11-10,0.0000,8.3300
2015-11-11,0.0001,7.1700
2015-11-12,0.0000,6.1900
2015-11-13,0.0000,5.5200
2015-11-14,0.0002,4.9900
2015-11-15,0.0000,4.5800
2015-11-16,0.0000,4.2800
2015-11-17,0.0000,4.0600
2015-11-18,0.0000,3.9000
2015-11-19,0.0000,3.7800
2015-11-20,0.0000,3.6900
2015-11-21,0.0000,3.6100
2015-11-22,0.0000,3.5300
2015-11-23,0.0000,3.4600
2015-11-24,0.0001,3.3900
2015-11-25,0.0000,3.3200
2015-11-26,0.0002,3.2500
2015-11-27,0.0000,3.1900
2015-11-28,0.0003,3.1200
2015-11-29,0.0095,3.0600
2015-11-30,0.0000,3.0000
2015-12-01,0.0074,2.9400
2015-12-02,0.0356,2.8900
2015-12-03,0.0351,2.8300
2015-12-04,0.0529,2.7700
2015-12-05,0.0412,2.7200
2015-12-06,0.0441,2.6700
2015-12-07,0.0833,2.6200
2015-12-08,0.0512,2.5700
2015-12-09,0.0523,2.5200
2015-12-10,0.1220,2.4700
2015-12-11,0.1185,2.4300
2015-12-12,0.0881,2.3800
2015-12-13,0.1345,2.3400
2015-12-14,0.1843,2.3000
2015-12-15,0.1134,2.2500
2015-12-16,0.0854,2.2100
2015-12-17,0.1249,2.1700
2015-12-18,0.0684,2.1300
2015-12-19,0.0536,2.1000
2015-12-20,0.0236,2.0600
2015-12-21,0.0030,2.0200
2015-12-22,0.1316,1.9900
2015-12-23,0.2357,1.9600
2015-12-24,0.1799,1.9200
2015-12-25,0.2010,1.8900
2015-12-26,0.4502,1.8600
2015-12-27,0.1129,1.8300
2015-12-28,0.2262,1.8000
2015-12-29,0.3653,1.7700
2015-12-30,0.2734,1.7400
2015-12-31,0.2547,1.7100
2016-01-01,0.2720,1.6900
2016-01-02,0.2313,1.6600
2016-01-03,0.4635,1.6300
2016-01-04,0.4543,1.6100
2016-01-05,0.2779,1.5800
2016-01-06,0.3142,1.5600
2016-01-07,0.2766,1.5400
2016-01-08,0.1355,1.5100
2016-01-09,0.1057,1.4900
2016-01-10,0.0883,1.4700
2016-01-11,0.1349,1.4500
2016-01-12,0.0733,1.4300
2016-01-13,0.0206,1.4100
2016-01-14,0.0000,1.3900
2016-01-15,0.0000,1.3700
2016-01-16,0.0000,1.3500
2016-01-17,0.0027,1.3300
2016-01-18,0.0000,1.3200
2016-01-19,0.0000,1.3000
2016-01-20,0.0000,1.2800
2016-01-21,0.0000,1.2700
2016-01-22,0.0000,1.2500
2016-01-23,0.0000,1.2400
2016-01-24,0.0000,1.2200
2016-01-25,0.0000,1.2100
2016-01-26,0.0000,1.1900
2016-01-27,0.0000,1.1800
2016-01-28,0.0000,1.1700
2016-01-29,0.0000,1.1500
2016-01-30,0.0000,1.1400
2016-01-31,0.0000,1.1300
2016-02-01,0.0000,1.1200
2016-02-02,0.0000,1.1000
2016-02-03,0.0731,1.0900
2016-02-04,0.1136,1.0800
2016-02-05,0.2633,1.0700
2016-02-06,0.4373,1.0600
2016-02-07,0.2388,1.0500
2016-02-08,0.1626,1.0400
2016-02-09,0.1407,1.0300
2016-02-10,0.1309,1.0200
2016-02-11,0.3859,1.0100
2016-02-12,0.2266,1.0000
2016-02-13,0.2351,0.9950
2016-02-14,0.1580,0.9860
2016-02-15,0.1065,0.9780
2016-02-16,0.1007,0.9700
2016-02-17,0.0421,0.9630
2016-02-18,0.0634,0.9560
2016-02-19,0.0887,0.9480
2016-02-20,0.1924,0.9410
2016-02-21,0.0967,0.9350
2016-02-22,0.0487,0.9280
2016-02-23,0.1038,0.9220
2016-02-24,0.0938,0.9160
2016-02-25,0.0854,0.9100
2016-02-26,0.1605,0.9040
2016-02-27,0.0667,0.8990
2016-02-28,0.1306,0.8930
2016-02-29,0.0947,0.8880
2016-03-01,0.2489,0.8830
2016-03-02,0.2369,0.8780
2016-03-03,0.2392,0.8740
2016-03-04,0.1860,0.8690
2016-03-05,0.1866,0.8650
2016-03-06,0.1408,0.8610
2016-03-07,0.1330,0.8570
2016-03-08,0.1115,0.8530
2016-03-09,0.1796,0.8490
2016-03-10,0.1786,0.8460
2016-03-11,0.0832,0.8430
2016-03-12,0.0397,0.8390
2016-03-13,0.1817,0.8360
2016-03-14,0.0898,0.8330
2016-03-15,0.0648,0.8300
2016-03-16,0.2468,0.8280
2016-03-17,0.5339,0.8250
2016-03-18,0.1095,0.8230
2016-03-19,0.0006,0.8210
2016-03-20,0.0000,0.8180
2016-03-21,0.0000,0.8160
2016-03-22,0.0000,0.8140
2016-03-23,0.0050,0.8130
2016-03-24,0.0022,0.8110
2016-03-25,0.0073,0.8090
2016-03-26,0.0000,0.8080
2016-03-27,0.0000,0.8060
2016-03-28,0.0071,0.8050
2016-03-29,0.0054,0.8040
2016-03-30,0.0167,0.8030
2016-03-31,0.0130,0.8020
2016-04-01,0.0000,0.8010
2016-04-02,0.0300,0.8000
2016-04-03,0.0155,0.8000
2016-04-04,0.0000,0.7990
2016-04-05,0.0000,0.7990
2016-04-06,0.0513,0.7980
2016-04-07,0.0130,0.7980
2016-04-08,0.0127,0.7970
2016-04-09,0.0000,0.7970
2016-04-10,0.0605,0.7960
2016-04-11,0.0929,0.7960
2016-04-12,0.1633,0.7960
2016-04-13,0.1131,0.7950
2016-04-14,0.1438,0.7940
2016-04-15,0.0357,0.7940
2016-04-16,0.0467,0.7930
2016-04-17,0.0303,0.7920
2016-04-18,0.0606,0.7910
2016-04-19,0.0583,0.7890
2016-04-20,0.0565,0.7880
2016-04-21,0.1132,0.7890
2016-04-22,0.0455,0.8050
2016-04-23,0.0662,0.8490
2016-04-24,0.0827,0.9380
2016-04-25,0.1258,1.1000
2016-04-26,0.0547,1.3600
2016-04-27,101.3900,1.8300
2016-04-28,44.5057,3.3600
2016-04-29,44.8696,5.7000
2016-04-30,39.7782,8.0500
2016-05-01,27.5786,9.0600
2016-05-02,28.4480,9.8000
2016-05-03,26.8620,11.3000
2016-05-04,33.3381,13.3000
2016-05-05,37.5996,15.4000
2016-05-06,53.9435,19.2000
2016-05-07,62.1373,22.8000
2016-05-08,69.4692,25.0000
2016-05-09,72.6275,21.9000
2016-05-10,55.6958,17.9000
2016-05-11,52.8743,14.8000
2016-05-12,59.3876,13.2000
2016-05-13,55.9213,12.0000
2016-05-14,58.0211,11.5000
2016-05-15,64.5625,11.3000
2016-05-16,65.1655,10.3000
2016-05-17,47.3035,9.4100
2016-05-18,37.5694,8.3800
2016-05-19,40.5205,7.9700
2016-05-20,51.0833,8.0000
2016-05-21,81.1379,12.4000
2016-05-22,106.5156,27.0000
2016-05-23,100.6523,36.6000
2016-05-24,85.8672,40.8000
2016-05-25,72.0601,36.4000
2016-05-26,87.6780,36.8000
2016-05-27,120.0673,43.9000
2016-05-28,137.0962,50.6000
